DISTRICT,COUNTY,AVG CONCEN,Field,FIELD,Formation,FORMATION,FORM_ID,FORM_AGE,ABRV,LONG_NAME,Longitude,Latitude
8A,BORDEN,8315,"REINECKE,E.",REINECKE,CANYON,CANYON,405CNYN,405.0,CNYN,PENNSYLVANIAN MISSOURIAN/CANYON/CONEMAUGHAN,-101.2601531097916,32.57184562509374
8A,HOCKLEY,32361,"SMYER,N.",SMYER,CANYON,CANYON,405CNYN,405.0,CNYN,PENNSYLVANIAN MISSOURIAN/CANYON/CONEMAUGHAN,-102.15132335602051,33.635666231502945
8A,GAINES,82927,NORMAN,NORMAN,DEVONIAN,DEVONIAN,302DVNN,302.0,DVNN,DEVONIAN ERIAN (M),-102.5683385744762,32.53343487128571
8A,GAINES,82927,NORMAN,NORMAN,DEVONIAN,DEVONIAN,309DVNN,309.0,DVNN,DEVONIAN UNDIFFERENTIATED,-102.5683385744762,32.53343487128571
8A,GAINES,82927,NORMAN,NORMAN,DEVONIAN,DEVONIAN,302DVNN,302.0,DVNN,DEVONIAN ERIAN (M),-102.5683385744762,32.53343487128571
8A,GAINES,82927,NORMAN,NORMAN,DEVONIAN,DEVONIAN,309DVNN,309.0,DVNN,DEVONIAN UNDIFFERENTIATED,-102.5683385744762,32.53343487128571
8A,GAINES,82927,NORMAN,NORMAN,DEVONIAN,DEVONIAN,302DVNN,302.0,DVNN,DEVONIAN ERIAN (M),-102.5683385744762,32.53343487128571
8A,GAINES,82927,NORMAN,NORMAN,DEVONIAN,DEVONIAN,309DVNN,309.0,DVNN,DEVONIAN UNDIFFERENTIATED,-102.5683385744762,32.53343487128571
8A,COCHRAN,643,MONCRIEF-MASTEN,MONCRIEF-MASTEN,DEVONIAN,DEVONIAN,309DVNN,309.0,DVNN,DEVONIAN UNDIFFERENTIATED,-102.9009034476667,33.577747762666675
8A,GAINES,82927,NORMAN,NORMAN,DEVONIAN,DEVONIAN,302DVNN,302.0,DVNN,DEVONIAN ERIAN (M),-102.5683385744762,32.53343487128571
8A,YOAKUM,2066,M.G.F.,M G F,DEVONIAN,DEVONIAN,302DVNN,302.0,DVNN,DEVONIAN ERIAN (M),-102.9622605,33.0913925
8A,YOAKUM,2066,M.G.F.,M G F,DEVONIAN,DEVONIAN,309DVNN,309.0,DVNN,DEVONIAN UNDIFFERENTIATED,-102.9622605,33.0913925
8A,GAINES,100750,HAP,HAP,DEVONIAN,DEVONIAN,302DVNN,302.0,DVNN,DEVONIAN ERIAN (M),-102.211890786,32.546934884
8A,GAINES,100750,HAP,HAP,DEVONIAN,DEVONIAN,309DVNN,309.0,DVNN,DEVONIAN UNDIFFERENTIATED,-102.211890786,32.546934884
8A,GAINES,100750,HAP,HAP,DEVONIAN,DEVONIAN,302DVNN,302.0,DVNN,DEVONIAN ERIAN (M),-102.211890786,32.546934884
8A,GAINES,100750,HAP,HAP,DEVONIAN,DEVONIAN,309DVNN,309.0,DVNN,DEVONIAN UNDIFFERENTIATED,-102.211890786,32.546934884
8A,GAINES,82927,NORMAN,NORMAN,DEVONIAN,DEVONIAN,309DVNN,309.0,DVNN,DEVONIAN UNDIFFERENTIATED,-102.5683385744762,32.53343487128571
8A,COCHRAN,643,MONCRIEF-MASTEN,MONCRIEF-MASTEN,DEVONIAN,DEVONIAN,302DVNN,302.0,DVNN,DEVONIAN ERIAN (M),-102.9009034476667,33.577747762666675
8A,COCHRAN,643,MONCRIEF-MASTEN,MONCRIEF-MASTEN,DEVONIAN,DEVONIAN,309DVNN,309.0,DVNN,DEVONIAN UNDIFFERENTIATED,-102.9009034476667,33.577747762666675
8A,COCHRAN,643,MONCRIEF-MASTEN,MONCRIEF-MASTEN,DEVONIAN,DEVONIAN,302DVNN,302.0,DVNN,DEVONIAN ERIAN (M),-102.9009034476667,33.577747762666675
8A,GAINES,15500,BALE,BALE,DEVONIAN,DEVONIAN,309DVNN,309.0,DVNN,DEVONIAN UNDIFFERENTIATED,-102.8341191598928,32.85642726207143
8A,GAINES,15500,BALE,BALE,DEVONIAN,DEVONIAN,302DVNN,302.0,DVNN,DEVONIAN ERIAN (M),-102.8341191598928,32.85642726207143
8A,GAINES,15500,BALE,BALE,DEVONIAN,DEVONIAN,309DVNN,309.0,DVNN,DEVONIAN UNDIFFERENTIATED,-102.8341191598928,32.85642726207143
8A,GAINES,15500,BALE,BALE,DEVONIAN,DEVONIAN,302DVNN,302.0,DVNN,DEVONIAN ERIAN (M),-102.8341191598928,32.85642726207143
8A,GAINES,15500,BALE,BALE,DEVONIAN,DEVONIAN,309DVNN,309.0,DVNN,DEVONIAN UNDIFFERENTIATED,-102.8341191598928,32.85642726207143
8A,GAINES,11270,BAIN,BAIN,DEVONIAN,DEVONIAN,302DVNN,302.0,DVNN,DEVONIAN ERIAN (M),-102.74663869233328,32.828672154
8A,GAINES,11270,BAIN,BAIN,DEVONIAN,DEVONIAN,309DVNN,309.0,DVNN,DEVONIAN UNDIFFERENTIATED,-102.74663869233328,32.828672154
8A,COCHRAN,10052,COCHRAN,COCHRAN,DEVONIAN,DEVONIAN,302DVNN,302.0,DVNN,DEVONIAN ERIAN (M),-102.96606112785707,33.563205849714286
8A,COCHRAN,10052,COCHRAN,COCHRAN,DEVONIAN,DEVONIAN,309DVNN,309.0,DVNN,DEVONIAN UNDIFFERENTIATED,-102.96606112785707,33.563205849714286
8A,COCHRAN,10052,COCHRAN,COCHRAN,DEVONIAN,DEVONIAN,302DVNN,302.0,DVNN,DEVONIAN ERIAN (M),-102.96606112785707,33.563205849714286
8A,COCHRAN,10052,COCHRAN,COCHRAN,DEVONIAN,DEVONIAN,309DVNN,309.0,DVNN,DEVONIAN UNDIFFERENTIATED,-102.96606112785707,33.563205849714286
8A,GAINES,4650,BUNIN,BUNIN,DEVONIAN,DEVONIAN,302DVNN,302.0,DVNN,DEVONIAN ERIAN (M),-102.82676419299999,32.831549703
8A,GAINES,4650,BUNIN,BUNIN,DEVONIAN,DEVONIAN,309DVNN,309.0,DVNN,DEVONIAN UNDIFFERENTIATED,-102.82676419299999,32.831549703
8A,GAINES,1600,GOVERNOR,GOVERNOR,DEVONIAN,DEVONIAN,302DVNN,302.0,DVNN,DEVONIAN ERIAN (M),-102.676784934,32.880557222
8A,GAINES,1600,GOVERNOR,GOVERNOR,DEVONIAN,DEVONIAN,309DVNN,309.0,DVNN,DEVONIAN UNDIFFERENTIATED,-102.676784934,32.880557222
8A,YOAKUM,25632,KRISTEN,KRISTEN,DEVONIAN,DEVONIAN,302DVNN,302.0,DVNN,DEVONIAN ERIAN (M),-102.98831029575001,33.10138622225
8A,GAINES,15500,BALE,BALE,DEVONIAN,DEVONIAN,302DVNN,302.0,DVNN,DEVONIAN ERIAN (M),-102.8341191598928,32.85642726207143
8A,YOAKUM,25632,KRISTEN,KRISTEN,DEVONIAN,DEVONIAN,309DVNN,309.0,DVNN,DEVONIAN UNDIFFERENTIATED,-102.98831029575001,33.10138622225
8A,YOAKUM,25632,KRISTEN,KRISTEN,DEVONIAN,DEVONIAN,309DVNN,309.0,DVNN,DEVONIAN UNDIFFERENTIATED,-102.98831029575001,33.10138622225
8A,BORDEN,6339,PEG'SHILL,PEGS HILL,ELLENBURGER,ELLENBURGER,201ELBG,201.0,ELBG,ORDOVICIAN CANADIAN,-101.5211044706923,32.94497298107692
8A,BORDEN,25816,WOLF,PARALLEL-WOLFE,ELLENBURGER,ELLENBURGER,201ELBG,201.0,ELBG,ORDOVICIAN CANADIAN,-101.5969591533333,32.43481842666666
8A,GARZA,19198,ROXANNEK,ROXANNE K,ELLENBURGER,ELLENBURGER,201ELBG,201.0,ELBG,ORDOVICIAN CANADIAN,-101.3081082801667,33.084939993166664
8A,GARZA,2774,ALJENDA-BLP,ALJENDA - BLP,ELLENBURGER,ELLENBURGER,201ELBG,201.0,ELBG,ORDOVICIAN CANADIAN,-101.26814437038892,33.27619972805556
8A,GARZA,2774,ALJENDA-BLP,ALJENDA - BLP,ELLENBURGER,ELLENBURGER,201ELBG,201.0,ELBG,ORDOVICIAN CANADIAN,-101.26814437038892,33.27619972805556
8A,BORDEN,2500,RAFTERCROSS,RAFTER CROSS,ELLENBURGER,ELLENBURGER,201ELBG,201.0,ELBG,ORDOVICIAN CANADIAN,-101.3695357571,32.84508294550001
8A,BORDEN,6339,PEG'SHILL,PEGS HILL,ELLENBURGER,ELLENBURGER,201ELBG,201.0,ELBG,ORDOVICIAN CANADIAN,-101.5211044706923,32.94497298107692
8A,SCURRY,450,SHANNONRANCH,SHANNON RANCH,ELLENBURGER,ELLENBURGER,201ELBG,201.0,ELBG,ORDOVICIAN CANADIAN,-101.1013337805625,32.7783652325
8A,SCURRY,450,SHANNONRANCH,SHANNON RANCH,ELLENBURGER,ELLENBURGER,201ELBG,201.0,ELBG,ORDOVICIAN CANADIAN,-101.1013337805625,32.7783652325
8A,BORDEN,2500,RAFTERCROSS,RAFTER CROSS,ELLENBURGER,ELLENBURGER,201ELBG,201.0,ELBG,ORDOVICIAN CANADIAN,-101.3695357571,32.84508294550001
8A,BORDEN,2500,RAFTERCROSS,RAFTER CROSS,ELLENBURGER,ELLENBURGER,201ELBG,201.0,ELBG,ORDOVICIAN CANADIAN,-101.3695357571,32.84508294550001
8A,GARZA,7014,"ROCKER-A-,SW.",ROCKER A SW,ELLENBURGER,ELLENBURGER,201ELBG,201.0,ELBG,ORDOVICIAN CANADIAN,-101.3056498125,33.057806125
8A,GARZA,7014,"ROCKER-A-,SW.",ROCKER A SW,ELLENBURGER,ELLENBURGER,201ELBG,201.0,ELBG,ORDOVICIAN CANADIAN,-101.3056498125,33.057806125
8A,KENT,38033,BRAZOSBLUFF,BRAZOS BLUFF,ELLENBURGER,ELLENBURGER,201ELBG,201.0,ELBG,ORDOVICIAN CANADIAN,-100.9689346328571,33.06566347571429
8A,SCURRY,450,SHANNONRANCH,SHANNON RANCH,ELLENBURGER,ELLENBURGER,201ELBG,201.0,ELBG,ORDOVICIAN CANADIAN,-101.1013337805625,32.7783652325
8A,BORDEN,6339,PEG'SHILL,PEGS HILL,ELLENBURGER,ELLENBURGER,201ELBG,201.0,ELBG,ORDOVICIAN CANADIAN,-101.5211044706923,32.94497298107692
8A,BORDEN,6339,PEG'SHILL,PEGS HILL,ELLENBURGER,ELLENBURGER,201ELBG,201.0,ELBG,ORDOVICIAN CANADIAN,-101.5211044706923,32.94497298107692
8A,BORDEN,6339,PEG'SHILL,PEGS HILL,ELLENBURGER,ELLENBURGER,201ELBG,201.0,ELBG,ORDOVICIAN CANADIAN,-101.5211044706923,32.94497298107692
8A,GARZA,26489,LAZYJL,LAZY -JL-,ELLENBURGER,ELLENBURGER,201ELBG,201.0,ELBG,ORDOVICIAN CANADIAN,-101.438828467697,33.01578429416666
8A,GARZA,26489,LAZYJL,LAZY -JL-,ELLENBURGER,ELLENBURGER,201ELBG,201.0,ELBG,ORDOVICIAN CANADIAN,-101.438828467697,33.01578429416666
8A,GARZA,26489,LAZYJL,LAZY -JL-,ELLENBURGER,ELLENBURGER,201ELBG,201.0,ELBG,ORDOVICIAN CANADIAN,-101.438828467697,33.01578429416666
8A,GARZA,26489,LAZYJL,LAZY -JL-,ELLENBURGER,ELLENBURGER,201ELBG,201.0,ELBG,ORDOVICIAN CANADIAN,-101.438828467697,33.01578429416666
8A,GARZA,26489,LAZYJL,LAZY -JL-,ELLENBURGER,ELLENBURGER,201ELBG,201.0,ELBG,ORDOVICIAN CANADIAN,-101.438828467697,33.01578429416666
8A,GARZA,26489,LAZYJL,LAZY -JL-,ELLENBURGER,ELLENBURGER,201ELBG,201.0,ELBG,ORDOVICIAN CANADIAN,-101.438828467697,33.01578429416666
8A,BORDEN,16327,PEG'SDRAW,PEGS DRAW,ELLENBURGER,ELLENBURGER,201ELBG,201.0,ELBG,ORDOVICIAN CANADIAN,-101.5162962053684,32.93125766680262
8A,BORDEN,16327,PEG'SDRAW,PEGS DRAW,ELLENBURGER,ELLENBURGER,201ELBG,201.0,ELBG,ORDOVICIAN CANADIAN,-101.5162962053684,32.93125766680262
8A,BORDEN,16327,PEG'SDRAW,PEGS DRAW,ELLENBURGER,ELLENBURGER,201ELBG,201.0,ELBG,ORDOVICIAN CANADIAN,-101.5162962053684,32.93125766680262
8A,BORDEN,16327,PEG'SDRAW,PEGS DRAW,ELLENBURGER,ELLENBURGER,201ELBG,201.0,ELBG,ORDOVICIAN CANADIAN,-101.5162962053684,32.93125766680262
8A,BORDEN,16327,PEG'SDRAW,PEGS DRAW,ELLENBURGER,ELLENBURGER,201ELBG,201.0,ELBG,ORDOVICIAN CANADIAN,-101.5162962053684,32.93125766680262
8A,BORDEN,16327,PEG'SDRAW,PEGS DRAW,ELLENBURGER,ELLENBURGER,201ELBG,201.0,ELBG,ORDOVICIAN CANADIAN,-101.5162962053684,32.93125766680262
8A,BORDEN,16327,PEG'SDRAW,PEGS DRAW,ELLENBURGER,ELLENBURGER,201ELBG,201.0,ELBG,ORDOVICIAN CANADIAN,-101.5162962053684,32.93125766680262
8A,BORDEN,16327,PEG'SDRAW,PEGS DRAW,ELLENBURGER,ELLENBURGER,201ELBG,201.0,ELBG,ORDOVICIAN CANADIAN,-101.5162962053684,32.93125766680262
8A,BORDEN,16327,PEG'SDRAW,PEGS DRAW,ELLENBURGER,ELLENBURGER,201ELBG,201.0,ELBG,ORDOVICIAN CANADIAN,-101.5162962053684,32.93125766680262
8A,YOAKUM,25632,KRISTEN,KRISTEN,DEVONIAN,DEVONIAN,302DVNN,302.0,DVNN,DEVONIAN ERIAN (M),-102.98831029575001,33.10138622225
8A,KENT,38033,BRAZOSBLUFF,BRAZOS BLUFF,ELLENBURGER,ELLENBURGER,201ELBG,201.0,ELBG,ORDOVICIAN CANADIAN,-100.9689346328571,33.06566347571429
8A,GAINES,15500,BALE,BALE,DEVONIAN,DEVONIAN,309DVNN,309.0,DVNN,DEVONIAN UNDIFFERENTIATED,-102.8341191598928,32.85642726207143
8A,GAINES,15500,BALE,BALE,DEVONIAN,DEVONIAN,309DVNN,309.0,DVNN,DEVONIAN UNDIFFERENTIATED,-102.8341191598928,32.85642726207143
8A,YOAKUM,30501,FIELDS,FIELDS,DEVONIAN,DEVONIAN,302DVNN,302.0,DVNN,DEVONIAN ERIAN (M),-103.01384364715379,33.34705702930769
8A,YOAKUM,30501,FIELDS,FIELDS,DEVONIAN,DEVONIAN,309DVNN,309.0,DVNN,DEVONIAN UNDIFFERENTIATED,-103.01384364715379,33.34705702930769
8A,YOAKUM,30501,FIELDS,FIELDS,DEVONIAN,DEVONIAN,302DVNN,302.0,DVNN,DEVONIAN ERIAN (M),-103.01384364715379,33.34705702930769
8A,YOAKUM,30501,FIELDS,FIELDS,DEVONIAN,DEVONIAN,309DVNN,309.0,DVNN,DEVONIAN UNDIFFERENTIATED,-103.01384364715379,33.34705702930769
8A,YOAKUM,9604,BRAHANEY,BRAHANEY,DEVONIAN,DEVONIAN,302DVNN,302.0,DVNN,DEVONIAN ERIAN (M),-102.89990209880371,33.17110390396725
8A,YOAKUM,9604,BRAHANEY,BRAHANEY,DEVONIAN,DEVONIAN,309DVNN,309.0,DVNN,DEVONIAN UNDIFFERENTIATED,-102.89990209880371,33.17110390396725
8A,GAINES,10775,DIAMANTE,DIAMANTE,DEVONIAN,DEVONIAN,309DVNN,309.0,DVNN,DEVONIAN UNDIFFERENTIATED,-102.9759181216667,32.90784259333333
8A,YOAKUM,9604,BRAHANEY,BRAHANEY,DEVONIAN,DEVONIAN,302DVNN,302.0,DVNN,DEVONIAN ERIAN (M),-102.89990209880371,33.17110390396725
8A,YOAKUM,9604,BRAHANEY,BRAHANEY,DEVONIAN,DEVONIAN,302DVNN,302.0,DVNN,DEVONIAN ERIAN (M),-102.89990209880371,33.17110390396725
8A,YOAKUM,9604,BRAHANEY,BRAHANEY,DEVONIAN,DEVONIAN,309DVNN,309.0,DVNN,DEVONIAN UNDIFFERENTIATED,-102.89990209880371,33.17110390396725
8A,YOAKUM,9604,BRAHANEY,BRAHANEY,DEVONIAN,DEVONIAN,302DVNN,302.0,DVNN,DEVONIAN ERIAN (M),-102.89990209880371,33.17110390396725
8A,YOAKUM,9604,BRAHANEY,BRAHANEY,DEVONIAN,DEVONIAN,309DVNN,309.0,DVNN,DEVONIAN UNDIFFERENTIATED,-102.89990209880371,33.17110390396725
8A,YOAKUM,9604,BRAHANEY,BRAHANEY,DEVONIAN,DEVONIAN,302DVNN,302.0,DVNN,DEVONIAN ERIAN (M),-102.89990209880371,33.17110390396725
8A,YOAKUM,9604,BRAHANEY,BRAHANEY,DEVONIAN,DEVONIAN,309DVNN,309.0,DVNN,DEVONIAN UNDIFFERENTIATED,-102.89990209880371,33.17110390396725
8A,YOAKUM,9604,BRAHANEY,BRAHANEY,DEVONIAN,DEVONIAN,309DVNN,309.0,DVNN,DEVONIAN UNDIFFERENTIATED,-102.89990209880371,33.17110390396725
8A,GAINES,10775,DIAMANTE,DIAMANTE,DEVONIAN,DEVONIAN,302DVNN,302.0,DVNN,DEVONIAN ERIAN (M),-102.9759181216667,32.90784259333333
8A,GAINES,10775,DIAMANTE,DIAMANTE,DEVONIAN,DEVONIAN,309DVNN,309.0,DVNN,DEVONIAN UNDIFFERENTIATED,-102.9759181216667,32.90784259333333
8A,GAINES,10775,DIAMANTE,DIAMANTE,DEVONIAN,DEVONIAN,302DVNN,302.0,DVNN,DEVONIAN ERIAN (M),-102.9759181216667,32.90784259333333
8A,GAINES,66678,FLANAGAN,FLANAGAN,DEVONIAN,DEVONIAN,309DVNN,309.0,DVNN,DEVONIAN UNDIFFERENTIATED,-102.7204007792732,32.55374129196295
8A,GAINES,66678,FLANAGAN,FLANAGAN,DEVONIAN,DEVONIAN,302DVNN,302.0,DVNN,DEVONIAN ERIAN (M),-102.7204007792732,32.55374129196295
8A,GAINES,66678,FLANAGAN,FLANAGAN,DEVONIAN,DEVONIAN,309DVNN,309.0,DVNN,DEVONIAN UNDIFFERENTIATED,-102.7204007792732,32.55374129196295
8A,GAINES,66678,FLANAGAN,FLANAGAN,DEVONIAN,DEVONIAN,302DVNN,302.0,DVNN,DEVONIAN ERIAN (M),-102.7204007792732,32.55374129196295
8A,GAINES,66678,FLANAGAN,FLANAGAN,DEVONIAN,DEVONIAN,309DVNN,309.0,DVNN,DEVONIAN UNDIFFERENTIATED,-102.7204007792732,32.55374129196295
8A,GAINES,66678,FLANAGAN,FLANAGAN,DEVONIAN,DEVONIAN,302DVNN,302.0,DVNN,DEVONIAN ERIAN (M),-102.7204007792732,32.55374129196295
8A,GAINES,66678,FLANAGAN,FLANAGAN,DEVONIAN,DEVONIAN,309DVNN,309.0,DVNN,DEVONIAN UNDIFFERENTIATED,-102.7204007792732,32.55374129196295
8A,GAINES,66678,FLANAGAN,FLANAGAN,DEVONIAN,DEVONIAN,302DVNN,302.0,DVNN,DEVONIAN ERIAN (M),-102.7204007792732,32.55374129196295
8A,GAINES,66678,FLANAGAN,FLANAGAN,DEVONIAN,DEVONIAN,309DVNN,309.0,DVNN,DEVONIAN UNDIFFERENTIATED,-102.7204007792732,32.55374129196295
8A,GAINES,66678,FLANAGAN,FLANAGAN,DEVONIAN,DEVONIAN,302DVNN,302.0,DVNN,DEVONIAN ERIAN (M),-102.7204007792732,32.55374129196295
8A,GAINES,66678,FLANAGAN,FLANAGAN,DEVONIAN,DEVONIAN,309DVNN,309.0,DVNN,DEVONIAN UNDIFFERENTIATED,-102.7204007792732,32.55374129196295
8A,GAINES,66678,FLANAGAN,FLANAGAN,DEVONIAN,DEVONIAN,302DVNN,302.0,DVNN,DEVONIAN ERIAN (M),-102.7204007792732,32.55374129196295
8A,GAINES,66678,FLANAGAN,FLANAGAN,DEVONIAN,DEVONIAN,309DVNN,309.0,DVNN,DEVONIAN UNDIFFERENTIATED,-102.7204007792732,32.55374129196295
8A,GAINES,66678,FLANAGAN,FLANAGAN,DEVONIAN,DEVONIAN,302DVNN,302.0,DVNN,DEVONIAN ERIAN (M),-102.7204007792732,32.55374129196295
8A,GAINES,66678,FLANAGAN,FLANAGAN,DEVONIAN,DEVONIAN,309DVNN,309.0,DVNN,DEVONIAN UNDIFFERENTIATED,-102.7204007792732,32.55374129196295
8A,YOAKUM,9604,BRAHANEY,BRAHANEY,DEVONIAN,DEVONIAN,302DVNN,302.0,DVNN,DEVONIAN ERIAN (M),-102.89990209880371,33.17110390396725
8A,GAINES,15500,BALE,BALE,DEVONIAN,DEVONIAN,302DVNN,302.0,DVNN,DEVONIAN ERIAN (M),-102.8341191598928,32.85642726207143
8A,YOAKUM,9604,BRAHANEY,BRAHANEY,DEVONIAN,DEVONIAN,309DVNN,309.0,DVNN,DEVONIAN UNDIFFERENTIATED,-102.89990209880371,33.17110390396725
8A,GAINES,44006,BIRGE,BIRGE,DEVONIAN,DEVONIAN,309DVNN,309.0,DVNN,DEVONIAN UNDIFFERENTIATED,-102.3577696,32.64454480000001
8A,GAINES,21572,ALSABROOK,ALSABROOK,DEVONIAN,DEVONIAN,309DVNN,309.0,DVNN,DEVONIAN UNDIFFERENTIATED,-102.8737894077778,32.81865162555556
8A,GAINES,21572,ALSABROOK,ALSABROOK,DEVONIAN,DEVONIAN,302DVNN,302.0,DVNN,DEVONIAN ERIAN (M),-102.8737894077778,32.81865162555556
8A,GAINES,21572,ALSABROOK,ALSABROOK,DEVONIAN,DEVONIAN,309DVNN,309.0,DVNN,DEVONIAN UNDIFFERENTIATED,-102.8737894077778,32.81865162555556
8A,GAINES,42559,AMROW,AMROW,DEVONIAN,DEVONIAN,302DVNN,302.0,DVNN,DEVONIAN ERIAN (M),-102.4510065832,32.592412992199996
8A,GAINES,42559,AMROW,AMROW,DEVONIAN,DEVONIAN,309DVNN,309.0,DVNN,DEVONIAN UNDIFFERENTIATED,-102.4510065832,32.592412992199996
8A,GAINES,42559,AMROW,AMROW,DEVONIAN,DEVONIAN,302DVNN,302.0,DVNN,DEVONIAN ERIAN (M),-102.4510065832,32.592412992199996
8A,GAINES,21572,ALSABROOK,ALSABROOK,DEVONIAN,DEVONIAN,302DVNN,302.0,DVNN,DEVONIAN ERIAN (M),-102.8737894077778,32.81865162555556
8A,GAINES,42559,AMROW,AMROW,DEVONIAN,DEVONIAN,309DVNN,309.0,DVNN,DEVONIAN UNDIFFERENTIATED,-102.4510065832,32.592412992199996
8A,GAINES,42559,AMROW,AMROW,DEVONIAN,DEVONIAN,309DVNN,309.0,DVNN,DEVONIAN UNDIFFERENTIATED,-102.4510065832,32.592412992199996
8A,GAINES,15500,BALE,BALE,DEVONIAN,DEVONIAN,302DVNN,302.0,DVNN,DEVONIAN ERIAN (M),-102.8341191598928,32.85642726207143
8A,GAINES,15500,BALE,BALE,DEVONIAN,DEVONIAN,309DVNN,309.0,DVNN,DEVONIAN UNDIFFERENTIATED,-102.8341191598928,32.85642726207143
8A,GAINES,15500,BALE,BALE,DEVONIAN,DEVONIAN,302DVNN,302.0,DVNN,DEVONIAN ERIAN (M),-102.8341191598928,32.85642726207143
8A,GAINES,15500,BALE,BALE,DEVONIAN,DEVONIAN,309DVNN,309.0,DVNN,DEVONIAN UNDIFFERENTIATED,-102.8341191598928,32.85642726207143
8A,GAINES,15500,BALE,BALE,DEVONIAN,DEVONIAN,302DVNN,302.0,DVNN,DEVONIAN ERIAN (M),-102.8341191598928,32.85642726207143
8A,GAINES,42559,AMROW,AMROW,DEVONIAN,DEVONIAN,302DVNN,302.0,DVNN,DEVONIAN ERIAN (M),-102.4510065832,32.592412992199996
8A,YOAKUM,9604,BRAHANEY,BRAHANEY,DEVONIAN,DEVONIAN,309DVNN,309.0,DVNN,DEVONIAN UNDIFFERENTIATED,-102.89990209880371,33.17110390396725
8A,YOAKUM,9604,BRAHANEY,BRAHANEY,DEVONIAN,DEVONIAN,302DVNN,302.0,DVNN,DEVONIAN ERIAN (M),-102.89990209880371,33.17110390396725
8A,YOAKUM,9604,BRAHANEY,BRAHANEY,DEVONIAN,DEVONIAN,309DVNN,309.0,DVNN,DEVONIAN UNDIFFERENTIATED,-102.89990209880371,33.17110390396725
8A,YOAKUM,9604,BRAHANEY,BRAHANEY,DEVONIAN,DEVONIAN,302DVNN,302.0,DVNN,DEVONIAN ERIAN (M),-102.89990209880371,33.17110390396725
8A,YOAKUM,9604,BRAHANEY,BRAHANEY,DEVONIAN,DEVONIAN,309DVNN,309.0,DVNN,DEVONIAN UNDIFFERENTIATED,-102.89990209880371,33.17110390396725
8A,YOAKUM,9604,BRAHANEY,BRAHANEY,DEVONIAN,DEVONIAN,302DVNN,302.0,DVNN,DEVONIAN ERIAN (M),-102.89990209880371,33.17110390396725
8A,YOAKUM,9604,BRAHANEY,BRAHANEY,DEVONIAN,DEVONIAN,309DVNN,309.0,DVNN,DEVONIAN UNDIFFERENTIATED,-102.89990209880371,33.17110390396725
8A,YOAKUM,9604,BRAHANEY,BRAHANEY,DEVONIAN,DEVONIAN,302DVNN,302.0,DVNN,DEVONIAN ERIAN (M),-102.89990209880371,33.17110390396725
8A,YOAKUM,9604,BRAHANEY,BRAHANEY,DEVONIAN,DEVONIAN,309DVNN,309.0,DVNN,DEVONIAN UNDIFFERENTIATED,-102.89990209880371,33.17110390396725
8A,YOAKUM,9604,BRAHANEY,BRAHANEY,DEVONIAN,DEVONIAN,302DVNN,302.0,DVNN,DEVONIAN ERIAN (M),-102.89990209880371,33.17110390396725
8A,YOAKUM,9604,BRAHANEY,BRAHANEY,DEVONIAN,DEVONIAN,309DVNN,309.0,DVNN,DEVONIAN UNDIFFERENTIATED,-102.89990209880371,33.17110390396725
8A,YOAKUM,9604,BRAHANEY,BRAHANEY,DEVONIAN,DEVONIAN,302DVNN,302.0,DVNN,DEVONIAN ERIAN (M),-102.89990209880371,33.17110390396725
8A,YOAKUM,9604,BRAHANEY,BRAHANEY,DEVONIAN,DEVONIAN,309DVNN,309.0,DVNN,DEVONIAN UNDIFFERENTIATED,-102.89990209880371,33.17110390396725
8A,YOAKUM,9604,BRAHANEY,BRAHANEY,DEVONIAN,DEVONIAN,302DVNN,302.0,DVNN,DEVONIAN ERIAN (M),-102.89990209880371,33.17110390396725
8A,YOAKUM,9604,BRAHANEY,BRAHANEY,DEVONIAN,DEVONIAN,309DVNN,309.0,DVNN,DEVONIAN UNDIFFERENTIATED,-102.89990209880371,33.17110390396725
8A,YOAKUM,9604,BRAHANEY,BRAHANEY,DEVONIAN,DEVONIAN,302DVNN,302.0,DVNN,DEVONIAN ERIAN (M),-102.89990209880371,33.17110390396725
8A,YOAKUM,9604,BRAHANEY,BRAHANEY,DEVONIAN,DEVONIAN,309DVNN,309.0,DVNN,DEVONIAN UNDIFFERENTIATED,-102.89990209880371,33.17110390396725
8A,YOAKUM,9604,BRAHANEY,BRAHANEY,DEVONIAN,DEVONIAN,302DVNN,302.0,DVNN,DEVONIAN ERIAN (M),-102.89990209880371,33.17110390396725
8A,GAINES,44006,BIRGE,BIRGE,DEVONIAN,DEVONIAN,302DVNN,302.0,DVNN,DEVONIAN ERIAN (M),-102.3577696,32.64454480000001
8A,GAINES,20005,"SEMINOLE,W.",SEMINOLE,DEVONIAN,DEVONIAN,302DVNN,302.0,DVNN,DEVONIAN ERIAN (M),-102.69402083921291,32.75806187274417
8A,KENT,38033,BRAZOSBLUFF,BRAZOS BLUFF,ELLENBURGER,ELLENBURGER,201ELBG,201.0,ELBG,ORDOVICIAN CANADIAN,-100.9689346328571,33.06566347571429
8A,GAINES,87191,SEMINOLE,SEMINOLE,DEVONIAN,DEVONIAN,309DVNN,309.0,DVNN,DEVONIAN UNDIFFERENTIATED,-102.69402083921291,32.75806187274417
8A,DAWSON,169,GIN,GIN,SPRABERRY,SPRABERRY,452SPRB,452.0,SPRB,PERMIAN LEONARDIAN,-102.0299149195479,32.67772918630136
